accuracy,previous_score,avg_time,difficulty_level,topic_accuracy,next_score,competency
61.1,68.72,67.9,1,54.95,63.42,Beginner
45.81,59.32,48.6,2,31.95,44.35,Beginner
34.83,48.19,27.8,3,24.26,38.51,Beginner
55.66,65.45,41.3,2,64.83,54.61,Intermediate
53.83,52.25,54.8,3,77.5,59.26,Intermediate
99.0,96.08,56.2,1,100.0,98.12,Advanced
68.66,55.29,93.5,1,52.53,80.54,Beginner
32.45,48.73,56.6,1,42.7,24.35,Beginner
48.7,52.46,78.6,1,40.75,50.6,Beginner
80.43,76.49,46.3,1,73.44,78.1,Intermediate
99.0,100.0,48.8,3,93.46,100.0,Advanced
28.28,20.5,28.4,1,36.75,34.15,Beginner
22.4,25.65,40.2,2,33.91,32.15,Beginner
97.42,96.04,65.5,2,96.24,99.7,Advanced
67.79,72.9,55.2,3,66.82,66.78,Intermediate
42.63,42.13,73.9,3,48.21,56.49,Beginner
70.69,59.09,58.6,3,77.51,79.83,Intermediate
7.29,7.89,48.0,3,21.4,22.2,Beginner
60.07,68.46,98.0,3,44.66,72.85,Beginner
66.56,66.32,53.1,3,66.8,73.74,Intermediate
78.49,84.69,78.3,2,65.67,89.09,Intermediate
39.72,31.36,47.0,1,39.11,44.81,Beginner
61.71,61.5,69.2,2,59.0,63.46,Beginner
41.49,36.5,73.6,2,40.93,46.13,Beginner
65.11,71.08,59.2,2,55.51,67.76,Intermediate
42.09,42.35,10.0,1,24.25,41.61,Beginner
51.84,57.36,55.4,2,26.7,65.48,Beginner
40.08,48.79,79.6,3,38.51,48.65,Beginner
73.02,78.56,65.5,1,67.85,73.75,Intermediate
77.17,79.35,63.9,3,69.06,83.33,Intermediate
55.31,47.32,20.6,2,71.18,76.76,Intermediate
60.76,60.74,40.6,3,50.45,59.11,Intermediate
31.03,26.76,63.2,3,48.03,33.48,Beginner
54.01,51.25,63.2,3,73.49,51.4,Intermediate
59.0,56.0,79.3,2,35.59,60.88,Beginner
99.0,91.16,52.1,1,100.0,98.55,Advanced
37.76,22.1,63.1,2,32.96,39.95,Beginner
89.28,83.94,55.3,3,54.34,88.9,Intermediate
79.94,81.48,35.3,3,62.6,84.4,Intermediate
65.61,54.83,10.0,3,74.91,67.35,Intermediate
95.17,95.3,63.6,1,100.0,95.42,Intermediate
67.44,82.64,58.5,2,78.27,76.73,Intermediate
67.78,75.97,42.6,1,71.67,72.42,Intermediate
58.94,72.09,22.6,1,58.68,65.51,Beginner
84.47,87.6,67.6,1,100.0,90.23,Intermediate
81.93,91.27,49.7,1,100.0,83.07,Intermediate
47.49,41.69,66.1,3,40.44,52.74,Beginner
33.62,28.46,92.3,1,9.62,32.29,Beginner
55.94,34.03,12.2,1,30.76,55.12,Beginner
44.0,53.49,41.0,3,59.86,47.34,Beginner
58.73,71.05,50.8,2,58.16,66.42,Beginner
84.75,80.32,84.1,1,86.95,86.05,Intermediate
50.85,48.82,22.3,1,29.37,56.97,Beginner
59.14,53.11,93.7,1,50.11,53.45,Beginner
61.16,64.22,57.7,1,57.61,70.86,Beginner
76.97,85.97,53.1,1,79.46,74.25,Intermediate
15.06,1.12,51.0,2,10.28,15.26,Beginner
47.87,51.14,46.3,1,35.42,47.4,Beginner
64.23,62.01,76.0,2,54.81,81.99,Beginner
84.0,84.91,33.6,3,98.5,84.96,Advanced
50.16,53.83,61.9,2,53.1,52.2,Beginner
22.47,20.96,47.3,3,29.81,29.52,Beginner
72.39,71.57,39.8,2,61.61,73.71,Intermediate
47.29,45.58,106.7,2,11.85,43.82,Beginner
36.21,43.97,63.4,3,29.93,44.17,Beginner
47.51,50.86,67.3,1,37.11,56.17,Beginner
56.31,58.07,77.8,1,60.5,59.69,Beginner
47.91,37.74,26.6,2,87.33,45.41,Intermediate
15.89,12.86,90.0,2,24.23,20.55,Beginner
77.94,85.13,10.0,3,100.0,78.4,Advanced
85.5,85.8,39.6,3,92.32,88.98,Advanced
73.03,78.31,45.8,2,65.47,83.17,Intermediate
37.25,51.38,66.6,2,41.42,41.37,Beginner
55.97,64.28,59.4,2,77.34,58.96,Intermediate
59.87,60.61,51.7,3,81.82,75.75,Intermediate
71.98,67.89,54.8,3,65.07,81.48,Intermediate
73.37,52.94,35.4,3,76.41,80.94,Intermediate
45.32,43.97,25.1,1,28.17,59.44,Beginner
61.64,59.03,69.5,3,71.54,69.65,Intermediate
69.15,72.27,68.9,1,87.79,57.69,Intermediate
89.12,87.89,86.7,1,89.59,92.98,Intermediate
74.09,71.53,39.2,3,66.08,68.61,Intermediate
75.78,61.55,68.9,1,80.1,78.43,Intermediate
61.68,54.16,49.3,3,66.69,56.46,Intermediate
88.21,92.02,78.8,1,89.18,84.35,Intermediate
68.2,81.92,75.4,3,70.34,70.56,Intermediate
42.78,42.0,59.2,1,40.69,40.74,Beginner
88.07,90.69,48.2,2,100.0,86.93,Advanced
73.96,81.58,74.2,1,82.79,80.24,Intermediate
51.14,44.65,67.9,2,39.34,50.76,Beginner
50.41,53.34,41.3,1,38.28,55.65,Beginner
65.93,60.01,28.4,2,62.88,62.86,Intermediate
69.26,76.18,49.2,1,78.11,68.59,Intermediate
63.95,65.16,85.3,1,65.72,66.77,Beginner
66.23,68.61,77.9,1,58.51,60.95,Beginner
94.0,87.74,32.8,2,97.14,86.61,Advanced
81.43,87.09,31.6,3,77.46,87.87,Intermediate
63.81,80.49,80.5,3,74.38,75.45,Intermediate
78.83,70.76,32.3,1,82.82,78.05,Intermediate
39.35,36.63,65.2,2,35.57,41.46,Beginner
67.96,69.81,42.7,3,70.74,73.46,Intermediate
96.19,100.0,87.3,1,100.0,94.82,Intermediate
55.64,51.16,39.6,2,48.8,60.65,Beginner
43.05,20.38,77.9,2,47.88,32.43,Beginner
46.96,57.83,58.7,1,46.11,42.79,Beginner
38.21,44.29,60.0,1,43.33,36.08,Beginner
44.3,30.36,15.6,1,36.45,47.67,Beginner
52.59,47.73,10.9,2,53.91,57.5,Beginner
31.89,44.43,50.6,1,45.18,39.15,Beginner
60.31,71.89,59.9,1,49.07,63.03,Beginner
78.05,85.55,32.5,1,62.09,70.0,Intermediate
41.84,40.44,33.2,1,26.35,53.18,Beginner
90.39,91.05,66.2,1,76.34,96.79,Intermediate
70.22,69.17,66.3,3,77.36,67.05,Intermediate
80.61,89.64,52.2,1,63.74,82.16,Intermediate
46.84,39.84,70.6,2,43.27,47.52,Beginner
77.09,70.64,31.5,2,84.51,79.76,Intermediate
38.16,46.24,47.9,2,43.16,49.43,Beginner
77.8,77.45,88.0,2,73.18,92.36,Intermediate
63.44,74.46,56.4,1,65.73,68.87,Intermediate
71.07,65.69,57.5,3,72.35,77.15,Intermediate
36.49,36.05,101.1,2,33.8,36.53,Beginner
42.1,34.72,27.0,3,39.57,49.82,Beginner
71.94,72.0,70.9,2,98.77,82.35,Intermediate
41.03,29.2,88.3,3,50.74,47.48,Beginner
69.26,65.36,48.5,3,99.03,68.41,Intermediate
32.66,21.17,72.2,3,26.69,30.33,Beginner
76.96,82.51,35.4,2,75.94,81.88,Intermediate
35.35,41.08,41.3,2,19.36,42.01,Beginner
71.05,57.2,62.7,3,61.33,71.49,Intermediate
72.51,83.18,71.0,3,95.34,82.87,Intermediate
46.06,66.04,77.4,3,39.8,49.85,Beginner
71.64,72.01,86.4,1,94.67,71.1,Intermediate
65.21,60.08,53.7,3,50.29,69.89,Intermediate
49.22,71.82,78.9,1,36.58,49.18,Beginner
39.83,29.28,48.2,2,35.73,46.06,Beginner
20.75,20.91,73.0,1,19.98,32.0,Beginner
66.99,68.43,59.1,1,78.07,60.78,Intermediate
28.7,39.47,63.9,3,34.11,39.34,Beginner
61.91,64.78,63.5,1,56.91,63.99,Beginner
54.73,50.74,22.9,2,53.13,59.28,Beginner
73.58,65.97,32.5,2,69.75,80.93,Intermediate
53.96,51.22,57.1,1,42.98,55.94,Beginner
53.41,45.36,21.3,1,42.76,58.02,Beginner
74.64,75.02,71.6,2,86.97,80.96,Intermediate
66.7,62.19,72.4,1,44.76,64.34,Beginner
66.32,54.37,61.5,3,85.73,72.81,Intermediate
69.39,79.43,32.6,3,65.27,72.33,Intermediate
29.29,25.31,82.6,1,20.02,32.15,Beginner
75.14,64.99,95.7,1,84.01,73.19,Intermediate
72.25,70.9,57.9,2,90.07,77.3,Intermediate
39.67,40.21,65.2,2,53.08,44.98,Beginner
55.12,41.15,59.0,1,61.14,59.08,Beginner
59.21,61.87,65.6,1,72.26,60.37,Beginner
57.31,48.93,52.6,2,36.71,51.1,Beginner
66.68,80.37,54.3,3,60.42,71.53,Intermediate
88.63,92.82,73.1,2,77.69,89.92,Intermediate
81.64,78.44,101.9,2,96.33,81.56,Intermediate
33.76,27.79,27.0,3,29.15,37.49,Beginner
72.44,71.6,52.9,2,82.59,67.47,Intermediate
86.58,91.48,31.4,2,93.01,91.4,Intermediate
67.74,67.53,86.8,2,57.39,68.68,Intermediate
81.82,80.08,43.2,3,74.78,86.3,Intermediate
99.0,99.47,26.1,2,100.0,97.39,Advanced
80.47,75.64,67.8,3,71.17,84.0,Intermediate
64.99,62.24,89.9,2,66.48,65.09,Intermediate
80.9,64.22,68.3,2,71.51,76.62,Intermediate
62.9,70.69,59.1,1,59.13,66.71,Beginner
60.48,62.87,63.2,1,59.92,58.02,Beginner
52.97,46.78,83.3,3,43.58,59.72,Beginner
91.27,100.0,37.5,1,79.74,92.43,Intermediate
43.63,44.33,52.8,2,47.07,44.62,Beginner
90.65,82.36,45.9,1,80.51,82.17,Intermediate
70.0,76.85,31.6,3,60.27,88.95,Intermediate
32.01,35.2,48.4,1,20.75,32.29,Beginner
67.35,70.51,77.2,3,66.42,75.71,Intermediate
18.0,14.59,66.3,2,29.32,36.2,Beginner
72.51,76.11,67.9,1,90.59,77.45,Intermediate
77.7,75.61,57.9,2,68.99,77.69,Intermediate
48.15,52.6,65.5,1,73.96,49.9,Beginner
62.47,47.23,39.0,1,50.41,58.48,Beginner
99.0,95.53,48.8,2,100.0,100.0,Advanced
49.89,63.66,58.8,1,41.22,55.29,Beginner
38.82,32.69,60.6,3,28.37,42.63,Beginner
89.63,84.8,61.4,1,80.7,82.21,Intermediate
99.0,95.42,52.2,2,98.37,91.15,Advanced
60.07,50.36,47.5,2,67.03,69.19,Intermediate
80.23,62.56,118.2,2,88.27,79.53,Intermediate
86.83,84.98,73.1,2,75.5,89.17,Intermediate
45.15,46.24,63.3,2,33.27,44.6,Beginner
50.29,49.87,50.3,2,39.29,45.49,Beginner
84.62,83.46,46.0,2,83.28,91.62,Intermediate
93.7,94.04,52.4,1,91.18,92.46,Intermediate
71.26,79.44,60.9,2,59.86,79.0,Intermediate
42.4,40.88,17.4,1,45.64,42.7,Beginner
99.0,94.41,23.6,1,100.0,95.66,Advanced
49.38,47.13,42.3,2,43.32,57.71,Beginner
53.3,57.93,59.1,2,48.1,61.43,Beginner
66.85,78.14,50.2,2,73.56,74.28,Intermediate
91.08,86.06,84.6,2,84.38,90.03,Intermediate
77.08,77.87,25.4,1,85.11,80.6,Intermediate
68.3,71.0,40.0,1,59.67,75.49,Intermediate
69.27,61.33,85.4,1,91.25,69.1,Intermediate
60.87,61.03,57.6,2,65.01,60.92,Intermediate
71.16,59.44,72.7,2,63.72,81.53,Intermediate
9.41,0.0,96.0,1,2.34,10.73,Beginner
54.07,57.0,41.1,2,47.9,61.52,Beginner
64.83,61.76,53.0,2,81.3,67.29,Intermediate
36.98,38.6,49.6,2,21.75,30.97,Beginner
67.73,67.58,15.9,2,59.71,77.08,Intermediate
55.91,48.1,48.8,2,49.17,42.89,Beginner
95.11,94.75,72.6,2,94.92,83.6,Advanced
91.46,81.6,65.8,1,88.21,93.31,Intermediate
50.68,61.81,67.4,1,32.79,55.79,Beginner
56.98,46.14,47.5,1,52.19,54.6,Beginner
58.52,56.95,41.9,2,57.33,62.73,Intermediate
50.97,42.63,80.4,3,43.43,41.7,Beginner
63.9,68.46,45.1,2,72.14,71.03,Intermediate
44.83,42.18,60.9,1,55.87,48.75,Beginner
37.39,33.24,58.3,3,36.45,44.12,Beginner
72.45,79.28,84.2,3,75.22,76.78,Intermediate
72.59,72.83,74.4,3,46.66,79.74,Intermediate
43.91,48.05,29.1,2,38.86,48.23,Beginner
77.91,70.06,31.2,3,89.96,70.43,Intermediate
47.37,36.13,66.6,1,42.29,62.76,Beginner
65.06,65.92,53.7,1,56.22,73.06,Beginner
76.41,73.86,45.9,1,100.0,68.58,Intermediate
59.33,64.34,75.3,2,81.16,60.51,Intermediate
69.09,68.46,58.7,1,74.71,68.15,Intermediate
49.67,51.31,56.0,2,63.34,60.17,Beginner
56.07,43.08,70.6,2,29.36,46.63,Beginner
55.88,70.99,47.5,1,46.43,54.42,Beginner
45.07,43.75,86.4,3,39.43,40.9,Beginner
56.46,62.05,39.2,1,53.63,56.24,Beginner
29.03,22.34,68.1,2,23.15,31.87,Beginner
50.18,52.64,83.7,3,19.58,56.64,Beginner
54.3,43.88,27.5,1,58.93,52.33,Beginner
54.88,58.49,48.1,2,61.4,53.98,Beginner
55.17,52.32,77.8,3,74.39,64.47,Intermediate
58.76,59.0,78.1,3,49.31,66.79,Beginner
69.59,75.17,51.6,3,59.15,77.33,Intermediate
77.49,67.63,40.3,1,45.33,76.23,Intermediate
47.0,41.53,74.1,2,43.48,47.81,Beginner
35.94,39.59,78.7,1,46.75,38.35,Beginner
39.16,55.94,31.7,1,31.82,45.03,Beginner
50.26,49.15,30.9,1,75.98,39.17,Beginner
52.96,57.69,59.5,1,49.88,57.09,Beginner
44.6,43.74,67.6,3,46.36,52.89,Beginner
34.08,49.62,49.0,1,17.72,37.72,Beginner
50.88,36.9,68.6,2,54.32,53.91,Beginner
63.63,64.39,40.8,2,39.88,51.14,Beginner
71.9,58.9,12.7,2,80.22,71.51,Intermediate
48.85,28.8,46.5,3,57.54,65.68,Beginner
51.74,54.12,56.3,1,68.05,53.68,Beginner
41.47,42.58,49.5,2,29.23,44.31,Beginner
59.37,57.09,31.8,2,61.3,62.72,Intermediate
43.03,42.18,18.7,1,49.8,47.72,Beginner
71.46,96.25,44.7,2,76.77,77.7,Intermediate
24.28,22.22,73.0,3,13.9,30.97,Beginner
52.81,56.89,80.1,1,24.1,57.13,Beginner
66.02,60.83,78.8,1,70.19,76.8,Intermediate
63.68,66.04,38.7,1,61.85,70.62,Intermediate
99.0,97.09,31.9,3,92.2,100.0,Advanced
67.0,63.71,64.9,2,76.16,65.7,Intermediate
39.92,54.47,67.7,2,39.38,54.78,Beginner
58.09,67.51,63.0,2,42.26,56.7,Beginner
24.48,25.57,14.7,3,1.3,34.64,Beginner
58.39,39.95,37.7,3,44.84,68.11,Intermediate
43.34,40.45,54.4,3,72.06,46.81,Beginner
78.31,99.93,64.7,3,86.98,82.57,Intermediate
49.01,47.16,70.3,2,51.27,58.55,Beginner
57.66,66.49,57.9,2,55.48,56.79,Beginner
47.29,58.82,61.6,3,44.32,63.52,Beginner
94.78,96.53,56.7,3,100.0,88.89,Advanced
53.58,46.84,68.7,1,47.69,66.93,Beginner
96.65,77.17,61.3,1,100.0,100.0,Advanced
76.28,81.76,56.3,3,72.1,79.64,Intermediate
69.64,63.12,49.6,1,92.92,67.65,Intermediate
67.37,68.78,56.6,3,76.28,68.94,Intermediate
67.88,57.88,64.7,2,82.82,69.63,Intermediate
21.45,19.32,60.3,1,14.43,25.44,Beginner
54.42,54.69,62.6,1,67.12,63.6,Beginner
76.9,79.05,81.9,1,73.15,88.56,Intermediate
59.02,50.1,60.3,1,60.34,61.5,Beginner
31.9,41.47,42.0,2,51.52,32.27,Beginner
58.95,54.18,72.7,2,46.44,58.96,Beginner
94.08,80.69,27.7,3,96.52,95.46,Advanced
84.94,84.07,33.4,2,90.19,79.96,Intermediate
58.76,59.03,61.7,2,65.0,54.99,Intermediate
79.03,80.31,65.3,2,73.62,93.29,Intermediate
52.67,63.57,30.1,2,77.71,58.27,Intermediate
25.92,24.03,47.3,2,10.38,26.85,Beginner
41.51,40.55,42.9,1,59.02,49.09,Beginner
91.26,82.43,45.3,1,100.0,82.89,Intermediate
54.52,61.08,73.9,1,77.33,49.58,Beginner
55.13,56.61,69.1,1,36.07,51.9,Beginner
54.0,50.64,54.6,2,43.58,67.61,Beginner
98.08,82.85,44.1,1,100.0,94.72,Advanced
92.52,100.0,28.0,3,69.99,80.47,Intermediate
99.0,89.18,83.4,3,79.72,100.0,Advanced
56.82,52.09,66.8,3,50.96,60.44,Beginner
65.91,68.78,40.9,3,68.22,59.54,Intermediate
29.67,20.09,69.4,1,48.77,31.39,Beginner
89.54,77.59,53.6,2,87.32,93.5,Intermediate
36.64,19.65,49.3,1,29.35,42.14,Beginner
64.34,70.1,63.7,3,68.07,79.98,Intermediate
38.05,33.69,40.2,3,43.69,39.89,Beginner
48.22,71.64,48.1,3,53.52,54.65,Beginner
43.25,35.3,57.4,2,41.12,43.6,Beginner
47.84,40.47,45.0,3,24.38,44.76,Beginner
49.22,44.69,68.4,1,38.21,56.59,Beginner
49.03,50.98,92.4,1,66.08,53.89,Beginner
76.67,72.91,39.9,3,78.91,82.24,Intermediate
37.9,42.8,21.7,2,34.03,45.43,Beginner
64.41,56.58,15.0,3,77.83,65.15,Intermediate
84.36,73.31,52.0,1,70.8,77.58,Intermediate
49.74,35.35,41.7,3,47.03,55.98,Beginner
45.64,27.85,59.2,2,47.29,56.96,Beginner
55.39,51.24,57.7,3,50.09,70.61,Beginner
83.59,81.19,22.9,3,84.8,91.68,Intermediate
63.88,58.83,18.7,3,61.63,68.95,Intermediate
49.38,59.32,60.9,1,32.58,53.04,Beginner
69.68,79.5,57.7,3,71.86,74.17,Intermediate
37.95,35.28,46.5,1,22.01,34.76,Beginner
73.63,59.28,21.9,1,75.61,73.88,Intermediate
68.17,63.64,64.4,2,84.66,62.71,Intermediate
53.84,49.05,80.4,3,50.47,58.79,Beginner
43.23,37.97,60.6,2,29.17,57.59,Beginner
42.27,36.68,38.1,3,40.74,53.82,Beginner
70.7,65.47,55.9,2,60.71,67.5,Intermediate
84.58,81.49,27.7,1,91.71,83.38,Intermediate
47.25,42.17,76.2,3,45.48,48.47,Beginner
69.17,70.83,56.6,1,89.68,69.26,Intermediate
18.26,21.14,19.6,3,32.22,33.05,Beginner
48.31,41.02,49.0,1,46.47,54.36,Beginner
59.38,69.55,64.3,2,67.97,77.53,Intermediate
41.81,33.97,48.3,2,37.09,53.62,Beginner
41.27,28.33,49.5,1,41.68,45.19,Beginner
46.64,49.69,30.5,2,42.31,54.98,Beginner
65.84,59.3,66.3,1,75.04,65.36,Intermediate
56.25,58.82,42.0,1,73.45,50.99,Intermediate
15.24,0.0,11.9,1,24.82,27.85,Beginner
17.59,28.73,47.6,2,28.65,30.23,Beginner
47.86,53.24,74.6,3,58.94,52.59,Beginner
69.15,57.15,47.3,2,75.77,73.27,Intermediate
5.05,0.0,89.8,3,0.0,22.09,Beginner
50.01,63.38,63.6,2,70.42,59.08,Beginner
49.48,43.58,61.8,2,71.13,44.74,Beginner
87.77,81.09,52.4,2,84.96,90.21,Intermediate
52.3,34.17,53.6,2,47.85,55.11,Beginner
67.66,64.85,49.7,2,75.01,76.93,Intermediate
62.83,61.0,49.0,1,69.43,69.99,Intermediate
17.39,23.11,65.6,3,14.97,33.91,Beginner
75.36,64.17,36.3,3,60.36,72.63,Intermediate
64.31,52.15,33.5,1,67.98,60.46,Intermediate
70.17,73.77,32.5,3,76.78,81.24,Intermediate
99.0,100.0,95.9,1,100.0,93.53,Intermediate
18.32,5.75,65.6,1,22.51,13.72,Beginner
94.49,100.0,61.1,1,91.24,96.13,Intermediate
54.25,54.55,33.8,3,66.18,56.63,Intermediate
65.75,74.48,67.5,3,66.54,81.23,Intermediate
59.09,58.53,52.7,3,53.51,66.14,Intermediate
51.52,31.34,59.3,1,49.35,54.36,Beginner
48.6,47.39,35.5,2,27.65,50.5,Beginner
66.59,75.07,58.2,2,64.4,78.81,Intermediate
29.66,22.51,46.5,1,37.92,35.44,Beginner
75.01,71.91,39.7,2,79.09,74.56,Intermediate
51.68,50.27,69.7,1,69.92,48.78,Beginner
37.4,14.2,24.2,1,34.24,39.97,Beginner
51.0,64.37,66.3,2,56.85,49.05,Beginner
85.14,77.93,68.7,2,94.66,92.5,Intermediate
49.29,53.34,37.4,1,77.41,40.5,Beginner
67.17,66.48,38.6,1,68.91,66.96,Intermediate
45.38,55.44,50.5,1,32.85,51.41,Beginner
75.16,78.41,60.6,1,85.33,77.2,Intermediate
73.71,71.83,51.9,1,96.1,69.51,Intermediate
96.97,89.82,63.7,2,93.1,100.0,Advanced
56.49,62.87,90.3,2,66.58,54.65,Beginner
73.37,58.39,44.8,2,88.12,75.37,Intermediate
61.96,67.13,20.7,3,74.17,70.92,Intermediate
85.92,77.13,71.5,2,87.42,89.82,Intermediate
45.62,55.64,88.7,1,37.24,43.92,Beginner
74.9,76.19,62.9,1,73.92,82.09,Intermediate
56.11,61.26,33.2,3,61.61,62.14,Intermediate
58.72,59.37,52.5,1,69.61,64.48,Beginner
61.84,47.82,32.6,1,65.84,72.06,Intermediate
65.04,58.16,67.9,1,60.49,72.55,Beginner
57.68,63.05,28.0,2,64.34,67.78,Intermediate
64.29,65.63,49.0,2,74.62,68.31,Intermediate
91.56,100.0,34.9,3,96.12,99.0,Advanced
79.71,82.94,57.5,3,69.67,84.61,Intermediate
77.38,69.65,47.7,2,75.21,71.94,Intermediate
50.89,44.52,58.5,2,62.26,56.63,Beginner
42.22,43.04,55.4,1,25.62,46.38,Beginner
79.11,60.59,35.3,1,53.99,82.28,Intermediate
77.52,90.91,67.5,1,95.62,76.55,Intermediate
89.45,92.99,54.0,1,95.59,83.73,Intermediate
47.92,57.74,35.2,1,55.2,54.03,Beginner
55.41,42.76,99.8,1,42.49,49.1,Beginner
27.21,37.17,64.5,1,36.06,39.79,Beginner
52.15,70.0,51.9,3,55.45,56.59,Beginner
79.93,69.36,83.3,2,60.92,83.01,Intermediate
50.67,56.84,91.8,3,67.76,59.97,Beginner
72.81,72.82,52.1,2,74.71,78.53,Intermediate
56.19,43.83,61.9,2,51.44,51.24,Beginner
66.48,70.42,35.2,1,61.95,72.11,Intermediate
37.05,43.71,52.1,1,12.86,41.9,Beginner
61.7,56.9,51.0,1,68.82,58.96,Intermediate
5.0,14.33,58.7,3,8.14,10.1,Beginner
56.26,42.93,61.7,3,53.93,59.76,Beginner
27.39,15.43,66.2,1,42.73,23.41,Beginner
84.12,85.21,59.8,1,67.51,93.72,Intermediate
75.55,75.75,30.8,2,68.39,86.42,Intermediate
69.33,63.6,36.2,1,59.13,72.5,Intermediate
90.42,96.9,44.1,2,87.07,89.85,Intermediate
41.02,45.27,49.4,1,41.83,42.56,Beginner
94.95,100.0,76.0,2,100.0,99.9,Advanced
78.64,77.66,31.7,1,74.48,88.9,Intermediate
55.27,60.09,47.9,2,44.74,55.43,Beginner
82.71,79.15,74.1,1,100.0,75.39,Intermediate
37.87,54.3,49.0,2,66.81,52.13,Beginner
43.51,37.01,64.2,3,45.23,39.31,Beginner
47.83,64.67,52.2,1,38.75,43.95,Beginner
49.42,49.7,60.1,3,67.13,53.99,Beginner
38.87,27.86,50.4,3,21.51,36.4,Beginner
84.46,95.41,68.3,3,80.44,94.38,Intermediate
54.82,55.83,24.1,3,46.47,65.58,Intermediate
67.05,73.86,47.7,2,53.14,66.24,Intermediate
48.59,58.38,60.9,3,45.23,62.38,Beginner
23.59,26.29,65.7,1,13.22,36.4,Beginner
65.4,60.66,84.9,2,65.55,67.49,Intermediate
21.75,29.56,47.2,3,22.08,27.31,Beginner
58.63,58.63,84.6,3,51.17,77.49,Beginner
32.63,38.12,41.8,3,28.19,44.35,Beginner
99.0,81.77,81.6,3,96.23,100.0,Advanced
78.23,81.8,71.3,3,87.95,90.15,Intermediate
62.12,57.01,36.7,2,60.33,66.96,Intermediate
85.27,98.5,61.1,3,95.17,85.42,Intermediate
43.07,48.06,54.0,2,50.1,48.11,Beginner
70.87,72.79,67.5,3,77.73,81.43,Intermediate
64.0,67.89,50.5,3,80.65,56.92,Intermediate
65.28,57.29,48.9,3,51.85,68.33,Intermediate
85.45,98.43,82.4,2,79.77,94.91,Intermediate
74.65,90.58,53.0,1,95.81,71.61,Intermediate
65.77,68.92,71.5,1,62.69,75.79,Beginner
26.9,39.63,50.5,3,0.0,43.24,Beginner
40.8,36.25,88.3,2,38.36,45.14,Beginner
57.55,51.17,41.4,1,59.17,55.53,Beginner
61.87,62.19,42.7,1,30.46,61.19,Beginner
37.4,40.88,85.5,3,53.4,60.39,Beginner
99.0,95.85,46.1,3,90.44,100.0,Advanced
90.33,94.63,87.0,3,94.27,93.85,Intermediate
72.04,74.49,72.8,2,69.33,70.63,Intermediate
61.44,53.45,51.9,2,45.98,65.23,Beginner
55.76,59.91,18.7,1,42.91,58.76,Beginner
40.96,47.87,54.6,1,29.74,36.22,Beginner
61.55,62.92,57.0,3,74.58,67.11,Intermediate
65.16,74.38,78.3,1,63.38,73.88,Beginner
35.16,25.43,86.8,2,28.9,29.56,Beginner
66.68,70.43,41.3,2,55.47,74.31,Intermediate
56.89,47.53,71.0,2,71.25,68.59,Intermediate
